,name,rating,website,location,wheelchair,family,image_link-src,description,meta_descriptions,latitude,longitude
0,1719 William Trent House Museum,4.4,williamtrenthouse.org,"15 Market St, Trenton, NJ 08611",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNa93Ow1Ba5IoI7nk9S4VyCtweXDzi1C2wTGo8r=w408-h342-k-no,"Historic brick house dating to 1719, now a museum with gardens, tours, events & lectures.",,40.21423,-74.764186
1,1859 Jail Museum,4.5,jchs.org,"217 N Main St, Independence, MO 64050",,Amenities    Gender-neutral restroom   Good for kids   Restroom,https://lh5.googleusercontent.com/p/AF1QipMXbn6MsazyRVvkTtrD5AqAvfBNbWcty_7gAtwK=w408-h306-k-no,"Limestone cellblock where the outlaw Frank James did time, next to the town marshal's former home.","The Jackson County Historical Society preserves the stories, histories, 
records and images of Jackson County, Missouri.",39.0934657,-94.41543589999999
2,2 Doors Down,4.5,2doorsdown.net,"118 E 17th St, Cheyenne, WY 82001",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Bar onsite   Good for kids   High chairs   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipNPVksOU-niM9IbFQLNYwD0hwRHU7tRm1Xzcblr=w408-h306-k-no,American outpost known for a variety of burgers with specialty toppings plus all-you-can-eat fries.,WELCOME PAGE 2 DOORS DOWN ,41.13459,-104.8141355
3,360 CHICAGO,4.6,360chicago.com,"875 N Michigan Ave 94th floor, Chicago, IL 60611",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPWC7vdto36lNFn9pRUOadAgG--E72o8M_d6UiK=w408-h353-k-no,Observatory on the 94th floor of the John Hancock Building with a tilting glass lookout 1000 ft. up.,"Come experience breathtaking 360° views from 1,000 ft. above the Magnificent Mile at the 360 Chicago observation deck! (Located in former John Hancock Center)",41.8989127,-87.623347
4,54th Street Grill & Bar,4.3,54thstreetgrill.com,"14750 S Harrison St, Olathe, KS 66061",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Bar onsite   Good for kids   High chairs   Restroom,https://lh5.googleusercontent.com/p/AF1QipOFtggIXEUXS2z8G_uyQ3vke28tAmioUUnMoTSh=w408-h240-k-no-pi0-ya210.72989-ro-0-fo100,"Chain offering a broad American menu & drinks in a relaxed setting with kitschy, eclectic decor.","Located in the Kansas City, St. Louis, San Antonio, Dallas and Fort Worth metro areas, 54th Street Grill and Bar is a family restaurant offering fresh food, express to go, specialty drinks, and a fun dining out experience; and now offers 32-54 draft beers at certain restaurant and drafthouse locations in Texas.",38.8604397,-94.81670849999999
5,A Christmas Story House,4.7,achristmasstoryhouse.com,"3159 W 11th St, Cleveland, OH 44109",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Gender-neutral restroom   Good for kids   Restaurant   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipNKMnW9pWv_LBLK3l46aMK5uljWiba9x4-xbEb2=w408-h544-k-no,"House used in ""A Christmas Story"" film, now a museum with a replicated interior & film memorabilia.",,41.4687204,-81.6874132
6,A Park Above,4.8,rrnm.gov,"2441 Westside Ct SE, Rio Rancho, NM 87124",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMWdYzzLo5ImXDtYA39Q8FPMwNxqfM5atKP0uyt=w426-h240-k-no,"Green space with ample playground equipment, plus a splash pad, wheelchair swings & covered tables.",,35.2221084,-106.6855045
7,ABQ BioPark,4.5,cabq.gov,"903 10th St SW, Albuquerque, NM 87102",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipO3oPywuELjUlRmxoobXMDtM2-8gPPypINHQvZV=w408-h326-k-no,"Over 250 species of animal life in a natural environment, including polar bears, monkeys & koalas.",,35.0779794,-106.6630959
8,Absecon Lighthouse,4.6,abseconlighthouse.org,"31 S Rhode Island Ave, Atlantic City, NJ 08401",,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNuN7OuWGYm_hSUhDpK43zr9vtvT2MHFtGgptA5=w408-h544-k-no,History museum & state's tallest lighthouse open for climbing with sweeping views of Atlantic City.,"•The only lighthouse in New Jersey with its original first-order Fresnel Lens still in place at the top.  Although Absecon Lighthouse was officially decommissioned in 1933, the lens is lit every evening for people to enjoy its beauty.",39.3662627,-74.4139065
9,Acadian Cultural Center,4.7,nps.gov,"501 Fisher Rd, Lafayette, LA 70508",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,,https://lh5.googleusercontent.com/p/AF1QipObs3sYHPu0YW4MCF52LtEbdR4lVtx9oUh8cX_i=w408-h306-k-no,"Free Cajun history museum with artifacts, an educational film shown every hour & a gift shop.",The National Park Service cares for special places saved by the American people so that all may experience our heritage.,30.2135027,-91.99415549999999
10,Acapulco Mexican Grill Lansing,4.5,acapulcomexgrill.com,"300 N Clippert St #17, Lansing, MI 48912",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Bar onsite   Good for kids   High chairs   Restroom,https://lh5.googleusercontent.com/p/AF1QipP95SxzO3Cx-KFVuJAPfnibCPSWuenFr34R-Yxk=w426-h240-k-no,Familiar Mexican dishes are given typical American makeovers at this relaxed & colorful restaurant.,,42.7364438,-84.5068639
11,Access to West Beach - Indiana Dunes National Park,4.4,nps.gov,"376 N County Line Rd, Gary, IN 46403",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMPY3ZRjW39X9J9lt6V1wEPS_XEoR2v_uM27Dwt=w408-h272-k-no,"Lake beach with Chicago skyline views, plus a bath house & covered picnic shelters with grills.",The National Park Service cares for special places saved by the American people so that all may experience our heritage.,41.611443,-87.2226025
12,Action City,4.3,metropolisresort.com,"2402 Lorch Ave, Eau Claire, WI 54701",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restaurant   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipNA4VRebSnOo_eNbE_belNM-GHnJX6vM1TqGTYN=w408-h240-k-no-pi-10-ya220-ro0-fo100,"Massive activity space with indoor go karts, laser tag, bumper karts & 18-hole mini golf.",,44.7643492,-91.46688390000001
13,Adams Museum,4.5,deadwoodhistory.com,"54 Sherman St, Deadwood, SD 57732",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Gender-neutral restroom   Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipNTlw8LSWfYYLljPiSNzab_u0hdGlSuO6tKCNRh=w408-h294-k-no,Joint venture combining a Black Hills history museum & the 1892 home of one of Deadwood's founders.,,44.3757487,-103.7294533
14,Aerial Lift Bridge,4.8,dot.state.mn.us,"601 S Lake Ave, Duluth, MN 55802",Accessibility    Wheelchair accessible entrance,,https://lh5.googleusercontent.com/p/AF1QipMR25ROy0o7CyaPTI2xb-WI0MyobyV98d4O_H4L=w408-h306-k-no,Landmark 1905 steel bridge whose deck can be lifted 135 ft. to allow for the passage of large ships.,"Minnesota Department of Transportation road and travel information, construction projects, regional offices, bid letting, future highway plans, hot topics, jobs, library, map sales, news, public meetings, research and related links.",46.77971549999999,-92.0935303
15,African American Museum Of Iowa,4.7,blackiowa.org,"55 12th Ave SE, Cedar Rapids, IA 52401",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   Restroom   Restaurant,https://lh5.googleusercontent.com/p/AF1QipMeTMh8PIzJjDjCfvDuaGqdzmUuaLW7w2TN42Yr=w408-h272-k-no,"Museum celebrating the heritage of African Americans in Iowa through exhibits, events & workshops.",,41.9686682,-91.6597492
16,Agecroft Hall & Gardens,4.6,agecrofthall.com,"4305 Sulgrave Rd, Richmond, VA 23221",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipN0x9K1NEjbQOOZpvjVp2aTB-E39ieSNxv_4XXW=w408-h306-k-no,"Lavish Tudor mansion built in 16th-century England & moved here in the 1920s, now open for tours.","Agecroft Hall & Gardens is a majestic Tudor mansion built in the late 15th Century in England and brought to Richmond, Virginia piece by piece. The home is located on 23 beautifully landscaped acres overlooking the James River in the neighborhood of Windsor Farms, less than 1 mile from downtown Richmond. ",37.55262700000001,-77.5058449
17,Air Power Park,4.4,hampton.gov,"413 W Mercury Blvd, Hampton, VA 23669",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNDvfWpfcMprrXGZm7QvdRjwOlLfCpqfgd2yMxQ=w408-h306-k-no,"Park featuring jets, missiles & rockets, plus a playground & a museum with model aircraft.",,37.04334679999999,-76.3663061
18,Akron Art Museum,4.5,akronartmuseum.org,"1 S High St, Akron, OH 44308",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipPAXF4MOouRATh8LNI4m1206q-s_mLHjs5NybSB=w436-h240-k-no,"Modern art, including photos, shown in a historic building with a dramatic glass & steel addition.",,41.0839613,-81.51492499999999
19,Akron Zoo,4.5,akronzoo.org,"500 Edgewood Ave, Akron, OH 44307",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPUQkkDp9PMxCe6KPvgkGv9O28upCg24OZy4xc6=w426-h240-k-no,"50-acre zoo featuring 700+ species, a grizzly exhibit, a train & seasonal events.","The Akron Zoo offers more than 35 acres of habitats & guest amenities. Create lasting memories and ride the train or carousel, and view more than 1,000 animals. ",41.0814824,-81.5414193
20,Al's Hamburger,4.4,alshamburgergb.com,"131 S Washington St, Green Bay, WI 54301",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids   Restroom,https://lh5.googleusercontent.com/p/AF1QipNjsQfNcP2tgDBzwqnIAtHCKY8QHneJrM4sjKRd=w408-h306-k-no,"Old-school eatery, dating to 1934, for burgers, breakfast & shakes in a no-frills setting.",,44.5132883,-88.0165304
21,Albany Institute of History & Art,4.6,albanyinstitute.org,"125 Washington Ave, Albany, NY 12210",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOr2x6bx9QswWWxGGrD80XP_k7u0L0CRrxkb8pL=w408-h306-k-no,"Venerable museum exploring local history & culture via paintings, furnishings & historical objects.","Founded in 1791, the Albany Institute of History & Art is one of the oldest museums in the United States. It also is the major repository for the region's heritage, with nationally significant collections. The genesis of the Albany Institute of History & Art began with The Society for the Promotion of Agriculture, Arts and Manufactures, founded in New York City in Federal Hall.",42.6558741,-73.7600588
22,Albany Pine Bush Preserve,4.6,albanypinebush.org,"195 New Karner Rd #1, Albany, NY 12205",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPw-vJqmqSwKrMhAZURwh_y85lUism82E7-RN7b=w408-h725-k-no,"Pristine pine barrens with trails, wildlife viewing & interactive nature exhibits & programs.",,42.718729,-73.86491149999999
23,Albuquerque Museum,4.7,albuquerquemuseum.org,"2000 Mountain Rd NW, Albuquerque, NM 87104",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipNdVoyVaAQXh5HIIvB39llw4F6_h3QXUKPUbaBt=w426-h240-k-no,"Local history museum featuring maps, photos & crafts depicting the history of Albuquerque.","Albuquerque Museum ● 2000 Mountain Road NW, Albuquerque, NM 87104 ● 505-243-7255 ● albuquerquemuseum.org",35.0971616,-106.6681164
24,Alexander & Baldwin Sugar Museum,4.3,sugarmuseum.com,"3957 Hansen Rd, Puunene, HI 96784",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Gender-neutral restroom   Good for kids   Restroom   Restaurant,https://lh5.googleusercontent.com/p/AF1QipMr5zOKvf1XLnqwEHRu5rezjQIoR3UFlMjsTFoL=w408-h306-k-no,"Exhibits explaining how sugar is grown, harvested & milled, in a former mill superintendent's home.",Explore the history of sugar on Maui at the Alexander & Baldwin Sugar Museum,20.8693204,-156.455074
25,Alexandria Museum of Art,4.6,themuseum.org,"933 2nd St, Alexandria, LA 71301",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNjiJgqYEgTKAk8f616_Q0EsmljhCA6JbK7FEvj=w408-h306-k-no,Modest museum with permanent & rotating exhibits & classes in a renovated historic bank building.,,31.3123106,-92.44435829999999
26,Alexandria Zoological Park,4.6,thealexandriazoo.com,"3016 Masonic Dr, Alexandria, LA 71301",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOoc5nPzeSaG-lzL4scUX5Mm-Zqi5kMDnwZPHz9=w408-h315-k-no,Zoo with international-themed habitats for exotic wildlife & tours on a scale-model train.,Alexandria Zoological Park is committed to promoting understanding and conservation of the natural world in which we live.,31.2871318,-92.4585602
27,Alfred B. Maclay Gardens State Park,4.7,floridastateparks.org,"3540 Thomasville Rd, Tallahassee, FL 32309",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMRZq5iEfYvMNhxEc2mSJHxEVsp6P7eavtnjA14=w408-h271-k-no,"Centered around manicured gardens, this park also features trails, swimming, fishing & kayaking.",,30.5128268,-84.2447404
28,Allentown Art Museum,4.6,allentownartmuseum.org,"31 N 5th St, Allentown, PA 18101",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair rental,Amenities    Good for kids   Restroom   Free Wi-Fi   Restaurant,https://lh5.googleusercontent.com/p/AF1QipO8zCCmArW2xJImvnpjwOyqbiQVedz4v-KO0Hnr=w426-h240-k-no,Art gallery featuring permanent & traveling exhibitions on display along with a cafe & gift shop.,"Site TagAs the greater Lehigh Valley’s leading creative institution, the Allentown Art Museum stimulates minds and creates inclusive spaces for people to explore exhibitions and community programs and exchange ideas.",40.6043099,-75.46806939999999
29,Allentown Rose Gardens,4.7,allentownpa.gov,"Allentown, PA 18104",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMuJ7iJLwhPlDAqWVy_zlrYTlSzgw5HmmJRVJyr=w408-h306-k-no,"Scenic rose garden featuring paved walking paths, 3 pavilions & a fitness/exercise trail.",,40.5977756,-75.5393155
30,Alton Baker Park,4.5,eugene-or.gov,"100 Day Island Rd, Eugene, OR 97401",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNzhZy--MvvMh-HyCfEY2hixjNbXR7Bw3JaH0_A=w408-h306-k-no,"This 373 acre park offers a boat launch, fishing, trails, a dog park, a playground & picnic sites.","The City of Eugene--a great city for the arts and outdoors. Eugene, Oregon is consistently ranked one of the best places to live in the U.S. Come visit and find out why!",44.0583296,-123.081054
31,American Computer & Robotics Museum,4.8,,"2023 Stadium Dr #1A, Bozeman, MT 59715",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipMPjtdpHC3otqDzXlgmHJjHWgU8sWXKbC1xhwUU=w430-h240-k-no,"From Babylonian tablets to sci-fi robots, this museum traces the history of computing technologies.",,45.6592776,-111.0549925
32,American Sign Museum,4.7,americansignmuseum.org,"1330 Monmouth Ave, Cincinnati, OH 45225",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipMZ6osUsunLlJLjqOVOrl7RUyIbhxX13gvp5iuB=w408-h281-k-no,"Sprawling former factory space exhibiting uniquely American signage, plus a working neon shop.",,39.1436025,-84.53982909999999
33,American Visionary Art Museum,4.7,avam.org,"800 Key Hwy, Baltimore, MD 21230",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,//lh6.googleusercontent.com/proxy/_XETbhjrpu5tws4dIPj_xmvTfpItFcv86LYR7Xs3ZsV9S6aCIlIXTrrOXMZxG98gqeMjJ9NzT6vZzPTnYTtRtOfPKwfH9sYuO1zCivBKMEUaQVqhJg1GMGDQfwBvNhbgIrrmHubbXTjcQzNknh8dFq_CqziExD8=w408-h282-k-no,"Small museum with unusual rotating exhibits by self-taught artists, 2 sculpture plazas & a garden.","Welcome to the American Visionary Art Museum, the nation's museum for self-taught, intuitive artistry. AVAM specializes in original thematic exhibitions that seamlessly combine art, science, philosophy, humor, and especially social justice and betterment.",39.280385,-76.606927
34,Amish Country Store & Restaurant,4.4,amishcountrystoreok.com,"2410 N 32nd St, Muskogee, OK 74401",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   High chairs,https://lh5.googleusercontent.com/p/AF1QipPXlhXMcVK1ZhUBiErbG0F6FI13p-xsG2VQhjAE=w426-h240-k-no,"Quaint establishment offering hearty, traditional comfort fare, plus baked goods, candy & snacks.","Experience Amish Country Store & Restaurant today in Muskogee, OK.",35.77912750000001,-95.4020132
35,Amstel House Museum,4.6,newcastlehistory.org,"2 E 4th St, New Castle, DE 19720",,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipOLK1f7HgqSxe8dxrXqCi9FP8yj8Xa9_GZO8WxB=w408-h544-k-no,Guided tours are offered from April to December of this storied 1730s mansion with a quaint garden.,,39.6606385,-75.5648552
36,Andale Taqueria,4.4,andaletaqueriaymercado.com,"7700 Nicollet Ave, Richfield, MN 55423",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Good for kids   High chairs,https://lh5.googleusercontent.com/p/AF1QipNIOtW07B2YgapVxvWaaxSJEXcaezivcmRvK9t4=w426-h240-k-no,"Tacos, burritos & other Mexican standards are featured at this informal counter-serve establishment.","At Andale Taqueria & Mercado, you’ll enjoy express, courteous service in a comfortable setting – breakfast, lunch, or dinner. ",44.863395,-93.27874279999999
37,Anderson Japanese Gardens,4.7,andersongardens.org,"318 Spring Creek Rd, Rockford, IL 61107",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMEliil6PJlvtm4RAQpUyoTIIVZuO_PdEy8WyXg=w408-h272-k-no,"Tranquil, 12-acre landscape garden in traditional Japanese style, with an airy, farm-to-table cafe.",,42.2893155,-89.05876459999999
38,Ann Arbor Hands-On Museum,4.7,aahom.org,"220 E Ann St, Ann Arbor, MI 48104",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipNALisD-zAm5THgrH4O6MwXcku8P96TUPwf7fWQ=w408-h301-k-no,"Colorful, 4-story space invites children to play & learn through 250+ science-focused exhibits.",,42.2817215,-83.7465573
39,Annapolis Maritime Museum & Park,4.5,amaritime.org,"723 Second St, Annapolis, MD 21403",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Gender-neutral restroom   Good for kids   Restroom   Restaurant,https://lh5.googleusercontent.com/p/AF1QipNa-XWCvW2GnRrJoc9_r_VIb9qCQoI8AHxg-KbV=w408-h306-k-no,"Riverfront venue devoted to the ecology, maritime history & arts of the Chesapeake, with boat tours.",,38.9689494,-76.4763833
40,Aquarium of the Bay,4.2,aquariumofthebay.org,"PIER 39 The Embarcadero &, Beach St, San Francisco, CA 94133",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOIl2AQnyjBpKIgqHFlvUcGaLNsw2gGcRRFoBZu=w408-h306-k-no,"Aquarium with creatures from local waters, including otters, sharks & jellyfish, plus a touch tank.","Aquarium of the Bay is a highlight of things to do in San Francisco. Located on the historic San Francisco waterfront at PIER 39, the Aquarium is home to more than 20,000 marine animals including sleek sharks and rays, secretive octopus, hypnotic jellyfish, sparkling anchovies, frolicking river otters, and many more.",37.8080986,-122.4091085
41,Arepittas,4.9,arepittas.dine.online,"412-428 Cherry Way, Pittsburgh, PA 15219",Accessibility    Wheelchair accessible entrance   Wheelchair accessible seating,Amenities    Gender-neutral restroom   Good for kids,https://lh5.googleusercontent.com/p/AF1QipMpfMHlzmMZ_XVe1R7BVB5LBYWoxPGHEMbE50wz=w505-h240-k-no,Straightforward eatery serving Venezuelan-style snacks & mains in unpretentious surroundings.,,40.4387403,-79.9984561
42,Art Museum of Greater Lafayette,4.5,artlafayette.org,"102 S 10th St, Lafayette, IN 47905",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipPkWv5GaSKes7CVNPKCnjhDeVMRDjf5oPFgvBeU=w411-h240-k-no,"Charming local museum established in 1909 offering exhibits by regional artists, classes & events.","Located in downtown Lafayette, Indiana, AMGL features four art galleries 
with rotating exhibits by regional artists in a variety of media. Free 
admission.",40.4162926,-86.8863969
43,Ashland - The Henry Clay Estate,4.7,henryclay.org,"120 Sycamore Rd, Lexington, KY 40502",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restaurant   Restroom,https://lh5.googleusercontent.com/p/AF1QipMnzQVChU-dPRoLZgNgs8mrq_etbz42h3k7duDW=w408-h306-k-no,"Stately 19th-century home & grounds of politician Henry Clay, with tours, exhibits, trails & more.",,38.028529,-84.4801683
44,Asian Garden Martinsburg,4.6,asiangardenfood.com,"970 Foxcroft Ave, Martinsburg, WV 25401",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   High chairs,https://lh5.googleusercontent.com/p/AF1QipNNs9bcQSH3a6uaNtQZwCvhaXa2BFxPx69XvDo=w408-h306-k-no,Chinese cuisine along with sushi & other familiar Asian eats in a basic space with seating.,"Online ordering menu for Asian Garden. Welcome to Asian Garden where we serve Japanese and Chinese cuisine! You can find Miso Soup, Yaki Udon, General Tso's Shrimp, and more on our menu! We're located east of I-81 on Foxcroft Ave. Order online for carryout or delivery!",39.4463068,-77.9859669
45,Aspen Art Museum,4.2,aspenartmuseum.org,"637 E Hyman Ave, Aspen, CO 81611",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMaRhqv4gPBF4Bty2vJXRmyZbTA1Htqbz9x0pbX=w408-h255-k-no,Contemporary art venue for visiting international shows & a biannual take on works by local artists.,Make a donation of any amount up to $5000 online.,39.188152,-106.8166387
46,Aspen Hickory House,4.4,hickoryhouseribs.com,"730 W Main St, Aspen, CO 81611",Accessibility    Wheelchair accessible parking lot,Amenities    Bar onsite   Good for kids   High chairs,https://lh5.googleusercontent.com/p/AF1QipOhSkc7DLtQ3Yg9G91AF1emp4l2XilW8EmUJCzw=w408-h306-k-no,"Veteran down-home BBQ joint offering ribs & other slow-smoked meats, plus classic sides.",,39.1932246,-106.8304208
47,Aspen Mountain Ski Resort,4.7,aspensnowmass.com,"601 E Dean St, Aspen, CO 81611",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipO70P-CKDmwT8O4_-c01qiHoAzMHC1Igkim2IA0=w408-h306-k-no,"Well-known alpine recreation area with 64 mi. of ski trails, upscale hotels & scenic dining.","Experience unique summer activities of Aspen Snowmass, a four mountain destination in Colorado. No other Colorado skiing, snowboarding, mountain resort can compete.",39.1862752,-106.8182493
48,Athenaeum,4.3,nvfaa.org,"201 Prince St, Alexandria, VA 22314",Accessibility    Wheelchair accessible entrance,Amenities    Gender-neutral restroom   Restaurant,https://lh5.googleusercontent.com/p/AF1QipMwDC6FrQJRRnyEGrSXyi5IiSWlGqkul_bfQmLJ=w408-h296-k-no,This storied Greek Revival building is now a venue for visual & performing arts with a gallery.,"Athenaeum | NVFAA, welcome, historic building, regional art gallery, special event space for rent, greek revival architecture, The Athenaeum, 201 Prince Street, Alexandria, VA 22314",38.8034209,-77.0418517
49,Atlanta Botanical Garden,4.7,atlantabg.org,"1345 Piedmont Ave NE, Atlanta, GA 30309",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPIQyDNeB70SNrvQkVCPrNAZLXVRIcKdje4XZ1B=w408-h544-k-no,"30-acre garden with a conservatory & fountains playing host to concerts, cocktail parties & more.","The mission of the Atlanta Botanical Garden is to develop and maintain plant collections for display, education, research, conservation and enjoyment.Whether you're a serious horticulturist or looking for a great place to take your family, we have something for you! It's never the same place twice!",33.7901457,-84.3739981
50,Atlantic City Boardwalk,4.4,atlanticcitynj.com,"2301 Boardwalk, Atlantic City, NJ 08401",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNxUvyDJebegYhegCW23NHs-IyapJ1Pu81EzGZ_=w408-h306-k-no,Iconic oceanfront boardwalk featuring views & a variety of shops & restaurants since 1870.,"Come for our famous boardwalk and beaches, stay and play at our casino resorts or choose from world-class entertainment options, concerts, shows, events and unlimited things to do in Atlantic City.",39.354905,-74.438391
51,Audubon Aquarium of the Americas,4.4,audubonnatureinstitute.org,"1 Canal St, New Orleans, LA 70130",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMxurDG1NaMdfVPipXcCf_V8nTZq6aRayAh19co=w408-h240-k-no-pi-0-ya23.163603-ro-0-fo100,"Marine exhibits plus a 400,000-gallon tank with coral reefs, sharks, rays & a walk-through tunnel.","Audubon Nature Institute is a New Orleans nonprofit operating the local zoo, aquarium, parks, and more. We are dedicated to preserving and celebrating nature.",29.95100129999999,-90.0630718
52,Augusta Museum of History,4.7,augustamuseum.org,"560 Reynolds St, Augusta, GA 30901",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipOQtlwhEWJ52e9eFkUETN1ZLdBU7TJsGq0NjRm-=w408-h306-k-no,"Museum devoted to Augusta's heritage & culture, from Native American settlement to James Brown.","augusta museum of history, home",33.4747658,-81.960556
53,Augusta Riverwalk,4.6,augustaga.gov,"10th St, Augusta, GA 30901",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMAZM3f5WR4fKNyMhfLxGhlaNN7vHDZvKuX1MaA=w493-h240-k-no,"Riverfront park with brick walking paths, plus a splash fountain, playground & nearby amenities.",,33.4697121,-81.9730638
